Hours_Studied,Attendance,Parental_Involvement,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Gender,Exam_Score,Study_Efficiency,Wellness_Index
22,88,Medium,10,72,Medium,2,Low,High,Public,2,No,High School,Female,69,1936,10.0
23,64,Medium,6,95,High,1,Low,Medium,Public,2,Yes,College,Female,63,1472,6.0
23,77,Medium,5,72,Medium,2,High,High,Public,5,No,College,Female,69,1771,12.5
21,63,Medium,8,74,Medium,0,Low,Medium,Public,3,No,High School,Female,61,1323,12.0
19,75,Medium,6,64,High,2,Low,Medium,Public,3,No,High School,Female,64,1425,9.0
19,64,Medium,9,56,Low,2,Low,Medium,Public,4,No,Postgraduate,Female,63,1216,18.0
27,85,Low,6,63,Low,1,Low,Medium,Public,2,No,College,Male,68,2295,6.0
24,95,High,6,92,Medium,2,Low,Medium,Public,3,No,High School,Male,72,2280,9.0
24,98,Low,6,93,Low,2,Low,Low,Public,4,No,College,Male,69,2352,12.0
21,95,Medium,5,87,Low,2,Medium,Medium,Private,4,No,High School,Male,70,1995,10.0
20,60,Medium,8,67,Low,1,Medium,Medium,Public,4,No,Postgraduate,Female,63,1200,16.0
18,75,Low,7,59,Low,0,Medium,Medium,Public,2,Yes,High School,Female,62,1350,7.0
27,93,Medium,9,78,Low,1,Low,Medium,Public,2,No,Postgraduate,Female,72,2511,9.0
26,75,High,8,97,Medium,1,Low,Medium,Public,4,No,High School,Male,69,1950,16.0
15,84,Medium,4,92,Low,2,Medium,Medium,Public,3,No,High School,Female,66,1260,6.0
22,84,Medium,9,88,Medium,2,Low,High,Private,4,No,Postgraduate,Male,71,1848,18.0
14,75,Low,10,88,Medium,2,Low,Medium,Private,3,No,College,Female,62,1050,15.0
12,96,Medium,9,76,Medium,2,Medium,High,Public,2,No,High School,Male,68,1152,9.0
16,80,High,9,58,Low,0,Medium,Medium,Public,2,No,High School,Female,63,1280,9.0
25,79,Medium,7,64,Medium,0,Low,Medium,Public,3,No,College,Female,66,1975,10.5
26,100,High,6,79,High,1,Medium,High,Public,3,No,College,Male,75,2600,9.0
23,80,Medium,7,66,High,1,High,High,Private,4,No,College,Female,69,1840,14.0
24,67,High,8,89,Medium,2,High,Low,Private,3,No,High School,Female,68,1608,12.0
16,93,High,6,56,Medium,2,Low,Medium,Public,4,No,High School,Male,67,1488,12.0
23,91,High,6,89,Medium,3,Medium,Medium,Private,3,No,Postgraduate,Male,73,2093,9.0
25,92,Medium,5,85,Low,1,Low,Medium,Public,1,No,College,Male,71,2300,2.5
25,88,High,8,63,Medium,2,High,Medium,Public,3,No,High School,Female,71,2200,12.0
27,70,Medium,6,99,High,2,Low,Medium,Private,2,No,High School,Female,68,1890,6.0
24,94,High,7,70,Medium,1,High,Medium,Public,1,No,High School,Male,70,2256,3.5
22,96,Low,10,84,Low,1,High,High,Public,3,No,High School,Male,71,2112,15.0
26,68,Medium,8,96,High,1,Medium,High,Public,2,No,High School,Male,69,1768,8.0
20,65,High,7,58,Medium,3,Low,Medium,Private,4,No,High School,Male,63,1300,14.0
15,99,Low,8,94,Medium,2,Medium,Medium,Private,3,No,Postgraduate,Male,71,1485,12.0
19,95,Medium,9,85,Medium,2,Low,Medium,Public,3,No,College,Male,69,1805,13.5
16,96,High,5,58,Medium,2,High,Low,Public,5,No,Postgraduate,Male,71,1536,12.5
16,95,Medium,6,83,Low,2,Low,High,Private,3,No,High School,Female,68,1520,9.0
19,82,Medium,7,94,Medium,1,Medium,Medium,Public,3,No,High School,Female,68,1558,10.5
15,86,Medium,6,90,Medium,0,Medium,High,Public,3,No,Postgraduate,Male,66,1290,9.0
18,82,Medium,7,88,Medium,3,Low,Medium,Public,3,No,College,Female,67,1476,10.5
9,62,Low,5,58,Low,0,Medium,High,Private,5,No,College,Female,59,558,12.5
21,90,Low,8,60,Medium,1,Low,Medium,Public,2,No,College,Female,66,1890,8.0
20,80,Low,6,77,Low,0,Medium,High,Private,3,No,High School,Male,64,1600,9.0
15,86,Medium,7,79,Medium,1,Low,Medium,Public,3,Yes,High School,Female,64,1290,10.5
24,80,Medium,7,97,Medium,0,Low,High,Private,4,No,High School,Female,69,1920,14.0
26,80,High,8,73,High,1,Medium,Medium,Public,3,No,High School,Male,69,2080,12.0
10,67,Medium,4,65,Medium,3,Medium,Medium,Public,3,No,High School,Male,61,670,6.0
15,71,High,8,60,Medium,0,Low,High,Private,3,No,High School,Female,62,1065,12.0
15,66,Low,7,53,Medium,2,Medium,High,Public,3,No,College,Female,61,990,10.5
14,68,Medium,8,53,High,1,Medium,High,Private,2,No,College,Female,63,952,8.0
25,99,Medium,5,79,Low,2,Low,Medium,Public,4,No,College,Female,71,2475,10.0
19,66,High,8,59,Medium,1,Medium,Low,Public,2,No,Postgraduate,Female,65,1254,8.0
18,71,High,9,93,Medium,1,Low,High,Private,4,No,College,Male,68,1278,18.0
8,84,High,7,80,Medium,1,High,High,Public,4,No,High School,Male,67,672,14.0
24,84,Low,6,93,High,2,Low,Medium,Public,1,No,High School,Female,70,2016,3.0
13,66,High,6,71,Medium,3,Medium,Medium,Public,3,No,High School,Male,64,858,9.0
20,92,Medium,8,80,High,0,Medium,Medium,Private,3,No,College,Male,71,1840,12.0
22,91,High,8,76,Low,2,Medium,Medium,Public,3,No,College,Female,71,2002,12.0
28,69,Medium,8,99,Low,0,High,Medium,Private,3,No,High School,Female,67,1932,12.0
12,72,Medium,7,90,Medium,0,High,Medium,Public,3,No,Postgraduate,Male,63,864,10.5
21,93,Medium,7,80,Medium,3,High,Medium,Public,1,No,High School,Male,70,1953,3.5
31,88,Medium,6,62,Medium,2,Low,Medium,Private,4,No,High School,Male,70,2728,12.0
27,63,Low,8,87,Medium,3,Low,High,Private,3,No,High School,Female,67,1701,12.0
21,77,Low,7,99,High,3,Medium,High,Public,3,No,Postgraduate,Male,69,1617,10.5
17,82,High,9,56,Low,3,High,Medium,Public,2,No,High School,Female,66,1394,9.0
25,67,Medium,9,82,Medium,1,Medium,Medium,Public,3,No,Postgraduate,Female,67,1675,13.5
14,78,High,7,76,Medium,0,High,Medium,Public,2,Yes,College,Female,65,1092,7.0
23,84,High,8,93,Medium,1,High,Medium,Public,3,No,Postgraduate,Male,72,1932,12.0
23,73,High,6,50,Medium,1,Medium,Medium,Public,3,No,College,Male,68,1679,9.0
26,91,High,7,57,Low,3,Medium,Medium,Public,3,No,College,Male,72,2366,10.5
17,94,Low,8,85,Medium,1,Medium,Low,Public,4,No,High School,Male,68,1598,16.0
20,64,Medium,6,57,Medium,3,Low,High,Public,4,No,College,Female,65,1280,12.0
9,94,Medium,6,81,Low,0,Low,High,Public,3,No,High School,Male,66,846,9.0
18,63,Medium,7,52,Medium,2,High,High,Public,3,No,Postgraduate,Female,63,1134,10.5
17,86,Medium,5,51,Medium,2,Low,Medium,Private,2,No,Postgraduate,Male,66,1462,5.0
21,79,High,8,99,Medium,2,Low,High,Public,4,No,High School,Male,69,1659,16.0
15,96,Medium,7,84,High,3,Medium,Low,Public,1,No,Postgraduate,Male,72,1440,3.5
27,75,Medium,10,57,Medium,3,High,Low,Public,3,No,High School,Male,66,2025,15.0
20,71,Medium,7,65,Medium,2,Medium,Medium,Public,4,No,High School,Female,64,1420,14.0
20,80,Medium,8,99,Low,0,Low,High,Private,3,No,High School,Male,67,1600,12.0
18,78,High,6,61,Low,1,Low,Medium,Private,5,No,High School,Male,67,1404,15.0
21,74,Low,5,88,Medium,1,Medium,High,Public,1,No,College,Male,66,1554,2.5
25,88,Medium,8,62,Low,2,Low,Medium,Public,2,No,High School,Female,68,2200,8.0
15,90,Medium,5,70,Medium,0,Medium,Medium,Private,2,No,High School,Male,65,1350,5.0
16,94,Medium,8,94,High,2,Low,High,Private,3,No,High School,Male,71,1504,12.0
18,99,Medium,10,51,Medium,1,Medium,Low,Public,4,No,Postgraduate,Male,71,1782,20.0
12,71,Medium,8,65,Medium,1,Medium,High,Private,2,No,High School,Male,62,852,8.0
15,89,Medium,8,74,Low,2,Medium,High,Public,2,No,College,Male,69,1335,8.0
25,87,High,6,51,Low,3,Medium,Medium,Public,3,No,Postgraduate,Male,70,2175,9.0
22,79,Medium,7,71,Medium,2,Low,Medium,Private,2,No,College,Male,66,1738,7.0
21,100,Medium,6,67,Medium,0,High,Medium,Public,3,No,High School,Male,70,2100,9.0
25,89,Medium,5,51,Low,2,Medium,High,Private,2,No,Postgraduate,Female,70,2225,5.0
19,98,Low,7,68,Medium,1,Low,Medium,Private,4,No,High School,Female,69,1862,14.0
22,93,High,9,97,Medium,2,Medium,Medium,Public,3,Yes,High School,Male,71,2046,13.5
19,96,Medium,5,64,Medium,1,Medium,Medium,Public,3,No,High School,Male,69,1824,7.5
22,93,High,9,79,Medium,2,Medium,High,Public,2,No,Postgraduate,Female,73,2046,9.0
17,78,Medium,9,65,Low,1,Medium,High,Public,4,No,High School,Female,65,1326,18.0
5,70,High,8,55,Medium,3,Low,Medium,Public,3,No,High School,Male,62,350,12.0
19,75,Medium,8,64,Medium,2,High,Low,Public,5,No,Postgraduate,Female,67,1425,20.0
29,61,Low,7,74,High,1,Medium,Medium,Public,3,No,Postgraduate,Male,65,1769,10.5
26,81,Low,7,65,Low,1,Medium,Medium,Public,3,No,High School,Male,65,2106,10.5
26,80,Medium,6,81,Medium,0,Medium,Medium,Public,2,No,College,Female,70,2080,6.0
27,81,Medium,7,97,Low,1,Medium,Medium,Public,2,No,College,Female,70,2187,7.0
21,99,Medium,7,53,Medium,0,Medium,Low,Public,4,No,Postgraduate,Female,71,2079,14.0
21,96,High,10,86,Low,1,Low,High,Public,3,No,College,Male,71,2016,15.0
16,66,Medium,8,50,Low,1,Medium,High,Public,4,No,High School,Male,62,1056,16.0
27,74,Medium,6,74,Medium,2,Medium,High,Public,2,No,College,Male,68,1998,6.0
19,92,High,6,52,Medium,3,High,Medium,Public,1,No,High School,Male,70,1748,3.0
17,81,Medium,8,86,Medium,1,Medium,Medium,Private,3,No,Postgraduate,Male,68,1377,12.0
20,83,Medium,6,51,Medium,2,Low,High,Public,4,No,Postgraduate,Male,67,1660,12.0
24,94,Low,6,75,Low,1,Low,High,Public,4,No,High School,Female,69,2256,12.0
11,92,High,6,84,Medium,2,Low,Low,Public,1,No,High School,Female,68,1012,3.0
6,65,High,6,62,Medium,3,Low,Low,Public,1,No,High School,Male,59,390,3.0
17,89,High,9,79,Medium,0,Medium,Medium,Public,2,No,College,Female,67,1513,9.0
13,77,Medium,7,63,Low,0,High,Low,Public,1,No,High School,Male,63,1001,3.5
17,72,High,7,61,Low,1,Medium,Medium,Public,4,No,High School,Female,65,1224,14.0
19,62,Medium,7,91,Low,1,Low,Medium,Public,3,No,College,Male,63,1178,10.5
17,79,Medium,7,67,Low,1,Low,Medium,Private,3,No,High School,Female,64,1343,10.5
29,74,High,6,91,High,3,Low,High,Public,4,No,College,Female,72,2146,12.0
22,70,Low,5,61,High,1,Low,Medium,Public,3,No,College,Male,63,1540,7.5
22,88,Medium,9,68,Medium,2,Medium,Medium,Public,2,Yes,High School,Male,66,1936,9.0
24,91,Medium,8,55,Low,0,Medium,Low,Private,2,No,College,Female,67,2184,8.0
13,70,High,8,75,High,1,High,Medium,Public,2,Yes,Postgraduate,Male,66,910,8.0
26,62,Medium,8,69,Medium,2,Medium,High,Public,3,No,College,Female,66,1612,12.0
20,94,Medium,10,50,Low,1,Low,High,Private,4,Yes,Postgraduate,Female,68,1880,20.0
24,60,High,6,73,Medium,1,Low,Medium,Private,5,No,Postgraduate,Male,66,1440,15.0
14,97,Medium,5,54,Medium,3,Medium,Medium,Public,2,No,College,Female,68,1358,5.0
11,85,Medium,8,92,Low,2,Medium,Medium,Public,4,No,High School,Female,65,935,16.0
25,73,Medium,5,75,Low,0,Medium,Medium,Private,2,No,College,Female,67,1825,5.0
22,70,High,7,85,Medium,0,High,Medium,Private,3,No,High School,Male,64,1540,10.5
15,60,Low,7,91,Low,0,Low,Medium,Private,2,No,College,Male,59,900,7.0
15,69,Medium,8,53,Low,0,High,Medium,Private,3,No,High School,Male,60,1035,12.0
27,66,Low,6,67,Low,1,High,High,Public,4,No,College,Female,65,1782,12.0
13,84,Medium,9,51,High,0,Low,Medium,Public,4,No,High School,Female,64,1092,18.0
30,67,Medium,6,52,Medium,1,Low,Medium,Public,1,No,High School,Female,66,2010,3.0
15,81,Medium,8,52,Medium,0,Medium,Medium,Public,2,No,Postgraduate,Male,65,1215,8.0
24,84,Medium,6,74,Medium,2,Medium,High,Public,2,No,High School,Male,69,2016,6.0
18,72,High,8,73,Medium,0,Medium,Medium,Private,4,Yes,High School,Female,66,1296,16.0
24,61,High,5,53,Medium,1,Low,High,Private,5,No,College,Female,65,1464,12.5
17,61,High,7,63,Low,1,Medium,Medium,Public,4,No,College,Female,62,1037,14.0
19,61,Medium,9,62,Medium,2,Medium,Medium,Public,2,No,High School,Female,60,1159,9.0
14,73,Medium,9,82,Medium,1,Medium,Medium,Public,3,No,High School,Female,64,1022,13.5
24,92,High,7,85,High,0,Medium,Medium,Public,3,No,College,Female,73,2208,10.5
17,77,Medium,6,67,Low,1,Low,Medium,Public,1,No,College,Male,64,1309,3.0
19,78,High,7,89,Medium,2,Medium,Medium,Public,4,No,High School,Female,69,1482,14.0
14,81,Low,8,71,Low,1,Low,High,Public,3,Yes,Postgraduate,Female,63,1134,12.0
5,89,Medium,4,76,High,2,Medium,Medium,Public,3,No,College,Male,65,445,6.0
19,71,Medium,8,57,Medium,2,Medium,High,Public,4,No,High School,Male,65,1349,16.0
34,65,Medium,6,62,High,0,Medium,High,Public,3,No,High School,Male,67,2210,9.0
25,82,Medium,5,86,Medium,0,Low,Low,Public,4,No,High School,Male,67,2050,10.0
20,73,Medium,8,99,Low,1,Medium,Medium,Private,3,No,High School,Male,66,1460,12.0
18,78,Medium,9,85,High,1,Low,High,Private,2,No,Postgraduate,Male,68,1404,9.0
20,86,Medium,7,53,Medium,1,Low,High,Public,2,No,High School,Male,65,1720,7.0
23,80,Low,5,57,Medium,1,Low,Medium,Public,4,No,Postgraduate,Male,66,1840,10.0
13,85,High,6,72,Medium,2,Low,Medium,Public,1,No,College,Female,66,1105,3.0
27,82,Medium,6,87,Low,2,Low,High,Public,2,No,High School,Male,69,2214,6.0
24,90,Medium,7,58,Medium,2,Low,Medium,Private,2,No,Postgraduate,Male,70,2160,7.0
24,88,Medium,7,88,Medium,2,Medium,High,Private,2,No,Postgraduate,Male,71,2112,7.0
20,87,Medium,8,89,Low,2,Medium,Medium,Public,3,No,High School,Male,68,1740,12.0
24,95,High,8,78,Medium,2,Low,High,Public,2,No,Postgraduate,Female,73,2280,8.0
24,77,Medium,8,80,High,1,Low,High,Public,2,Yes,High School,Female,68,1848,8.0
18,77,Medium,7,62,Low,2,High,Medium,Private,4,No,College,Male,66,1386,14.0
17,91,Medium,10,86,Low,1,Medium,Medium,Public,3,Yes,Postgraduate,Female,67,1547,15.0
21,83,Medium,8,92,Low,2,Medium,Medium,Private,4,Yes,High School,Male,66,1743,16.0
29,63,Medium,8,94,Medium,0,Medium,High,Private,2,No,Postgraduate,Female,69,1827,8.0
13,96,Medium,10,51,Medium,1,Low,Low,Public,3,No,Postgraduate,Female,67,1248,15.0
21,90,Medium,6,99,Medium,2,Low,Medium,Private,3,No,College,Female,70,1890,9.0
20,90,High,9,79,Medium,2,Low,Medium,Public,2,No,High School,Female,70,1800,9.0
21,98,Medium,9,59,High,3,Medium,Medium,Public,3,Yes,College,Female,70,2058,13.5
21,62,Medium,7,94,Low,1,Low,High,Private,3,No,College,Female,64,1302,10.5
19,84,High,10,63,Medium,0,Low,Medium,Public,3,No,College,Female,65,1596,15.0
10,73,Low,8,72,Low,1,Low,High,Public,2,No,College,Female,62,730,8.0
15,64,High,9,55,High,1,Medium,Low,Public,3,No,College,Female,64,960,13.5
19,83,Medium,7,56,Medium,1,Medium,Low,Private,3,No,College,Female,67,1577,10.5
10,79,High,8,73,High,1,Low,Low,Public,4,No,High School,Female,63,790,16.0
19,64,Low,9,81,High,0,Medium,High,Public,3,Yes,High School,Male,62,1216,13.5
30,84,Low,6,95,Medium,2,High,High,Public,2,No,College,Male,72,2520,6.0
20,90,Low,6,85,High,3,Low,High,Private,2,No,College,Male,69,1800,6.0
12,96,Low,7,71,High,2,Medium,Medium,Private,2,No,College,Male,68,1152,7.0
16,76,Low,6,66,Low,1,Medium,Medium,Private,3,No,Postgraduate,Female,64,1216,9.0
18,98,High,7,80,Low,3,Low,Medium,Private,1,No,College,Female,72,1764,3.5
18,95,High,8,85,Low,2,Low,High,Public,3,No,College,Female,73,1710,12.0
23,66,High,8,63,Medium,0,Low,Medium,Public,4,No,College,Female,64,1518,16.0
13,77,Medium,8,68,Low,3,High,Medium,Private,3,No,High School,Female,65,1001,12.0
21,76,High,9,72,Low,1,Low,High,Public,3,No,High School,Female,67,1596,13.5
23,83,Medium,7,51,Low,3,Medium,High,Public,2,No,College,Male,68,1909,7.0
27,83,Medium,9,94,Medium,2,Low,High,Public,2,No,High School,Male,72,2241,9.0
29,90,High,7,76,Low,1,Medium,Low,Public,3,No,High School,Female,71,2610,10.5
14,80,Medium,7,88,Medium,1,Medium,Medium,Private,3,No,High School,Male,66,1120,10.5
15,64,High,7,59,Low,0,Low,Medium,Public,3,Yes,High School,Female,59,960,10.5
12,94,Medium,10,78,Medium,1,Medium,High,Public,2,No,High School,Female,68,1128,10.0
19,72,Low,5,96,Low,3,Low,Low,Public,2,No,High School,Female,64,1368,5.0
23,99,Low,8,61,Low,2,High,High,Private,3,Yes,High School,Female,70,2277,12.0
20,98,High,7,69,High,2,High,High,Public,2,No,College,Female,72,1960,7.0
18,64,High,8,69,Medium,3,High,Medium,Public,3,No,College,Male,66,1152,12.0
21,69,Medium,9,80,High,2,Medium,High,Public,5,No,College,Male,68,1449,22.5
15,62,Medium,8,70,Medium,1,Low,Medium,Private,3,No,College,Male,62,930,12.0
33,88,Medium,9,84,Medium,1,Low,Medium,Public,3,No,High School,Male,70,2904,13.5
10,94,High,7,74,High,3,High,Medium,Public,3,No,College,Male,70,940,10.5
21,77,Medium,7,58,Medium,0,Low,High,Public,3,No,College,Male,64,1617,10.5
20,84,Medium,10,62,High,1,Medium,Medium,Public,2,No,College,Male,67,1680,10.0
19,85,High,7,78,Low,2,Low,High,Private,3,No,College,Male,69,1615,10.5
19,72,Medium,8,96,Low,1,Medium,High,Public,2,No,Postgraduate,Female,67,1368,8.0
28,74,Medium,9,96,Low,0,High,High,Private,3,No,High School,Female,69,2072,13.5
7,96,High,6,68,Medium,2,Low,High,Public,1,No,High School,Female,67,672,3.0
29,96,High,9,56,Low,0,Low,High,Private,4,No,High School,Male,73,2784,18.0
17,65,High,6,85,Medium,1,Low,Medium,Private,3,No,High School,Male,65,1105,9.0
24,93,High,8,96,Medium,0,Medium,Medium,Public,1,No,Postgraduate,Male,73,2232,4.0
10,76,Medium,7,80,Medium,1,Low,High,Public,4,No,Postgraduate,Female,65,760,14.0
32,79,Low,5,61,Medium,0,Low,High,Public,3,No,College,Male,70,2528,7.5
12,82,High,6,96,High,0,Low,Low,Private,4,Yes,College,Male,66,984,12.0
21,81,Low,8,61,High,3,Medium,Low,Public,5,No,High School,Female,66,1701,20.0
23,63,Medium,8,94,High,2,Medium,Medium,Public,5,No,Postgraduate,Male,68,1449,20.0
20,96,Medium,7,78,Medium,1,High,High,Public,2,No,High School,Male,70,1920,7.0
23,66,Medium,6,90,Medium,2,Low,Medium,Public,3,No,High School,Male,66,1518,9.0
31,91,Medium,6,82,Medium,2,Medium,High,Public,3,No,High School,Male,74,2821,9.0
19,85,High,7,59,Low,0,Medium,High,Private,4,No,College,Male,67,1615,14.0
24,76,High,9,85,Medium,2,Low,Medium,Private,2,No,Postgraduate,Female,71,1824,9.0
12,70,Low,9,53,Medium,2,Low,Medium,Public,2,Yes,High School,Male,60,840,9.0
14,94,Low,6,60,Medium,3,High,Medium,Public,3,No,College,Female,68,1316,9.0
23,88,Medium,6,82,Medium,0,Medium,Medium,Private,3,No,College,Male,69,2024,9.0
29,82,High,5,95,Medium,2,Medium,High,Public,3,No,College,Male,74,2378,7.5
22,84,High,6,89,Medium,2,Medium,Medium,Public,3,No,High School,Male,71,1848,9.0
18,64,High,6,67,High,0,Low,Medium,Private,4,No,College,Male,63,1152,12.0
20,79,High,7,91,High,2,Low,Medium,Private,4,Yes,College,Male,66,1580,14.0
12,68,Medium,7,98,Medium,1,Medium,High,Private,4,No,High School,Male,65,816,14.0
24,68,Low,6,67,High,0,Low,High,Private,3,Yes,High School,Female,60,1632,9.0
25,86,Medium,6,59,Medium,3,Low,Medium,Public,3,No,High School,Female,69,2150,9.0
17,96,High,6,60,Medium,1,Low,Medium,Public,3,No,College,Female,69,1632,9.0
17,76,Medium,6,70,Low,2,High,Medium,Public,4,No,Postgraduate,Male,67,1292,12.0
22,68,High,9,53,High,1,Medium,Medium,Public,2,No,High School,Female,65,1496,9.0
17,86,High,8,74,Medium,1,Low,High,Private,4,No,College,Male,70,1462,16.0
20,95,High,8,87,Low,0,Low,Medium,Private,3,No,Postgraduate,Female,71,1900,12.0
33,90,Low,9,77,Medium,3,Medium,High,Public,6,Yes,Postgraduate,Male,73,2970,27.0
19,95,Low,8,99,Medium,0,Low,Medium,Public,2,No,Postgraduate,Male,70,1805,8.0
18,81,High,9,73,High,1,Medium,High,Public,2,No,High School,Female,67,1458,9.0
16,90,Low,8,51,Medium,1,High,Medium,Public,5,No,High School,Female,67,1440,20.0
24,66,Low,7,74,Medium,0,High,High,Public,2,No,College,Male,65,1584,7.0
19,74,High,6,96,Medium,2,High,Medium,Public,3,No,College,Male,69,1406,9.0
16,76,High,6,55,Medium,1,Low,Medium,Public,1,No,Postgraduate,Male,65,1216,3.0
28,80,Medium,8,61,Low,1,Low,Medium,Private,3,No,College,Female,68,2240,12.0
29,97,High,7,86,Medium,0,Medium,Medium,Public,3,No,College,Female,74,2813,10.5
16,95,Low,5,65,High,0,Medium,Medium,Private,3,No,College,Female,68,1520,7.5
9,65,Medium,4,88,Low,1,Low,Medium,Public,3,No,College,Male,61,585,6.0
26,67,Medium,10,71,High,3,Low,Medium,Public,3,No,Postgraduate,Male,67,1742,15.0
16,74,High,6,90,Medium,1,Low,Medium,Private,4,Yes,High School,Female,66,1184,12.0
8,85,Medium,9,54,Low,1,Low,High,Private,3,No,High School,Male,62,680,13.5
25,96,Medium,5,69,Low,0,Low,Medium,Public,4,No,High School,Male,71,2400,10.0
13,98,High,8,67,Medium,1,Medium,Medium,Private,4,No,Postgraduate,Female,71,1274,16.0
24,86,Medium,10,91,Low,0,Low,High,Private,4,No,College,Female,72,2064,20.0
20,94,Medium,10,81,Low,1,Medium,High,Public,5,Yes,High School,Female,69,1880,25.0
18,68,Medium,7,69,Medium,1,Low,High,Public,4,Yes,High School,Female,63,1224,14.0
24,81,Medium,6,85,Medium,1,Medium,High,Public,4,No,College,Male,68,1944,12.0
21,82,High,7,53,Low,0,High,Medium,Public,2,No,Postgraduate,Male,69,1722,7.0
24,90,Medium,9,52,Low,0,Low,Medium,Public,3,Yes,College,Female,65,2160,13.5
32,69,High,5,64,Medium,0,Medium,Medium,Public,3,No,Postgraduate,Female,70,2208,7.5
11,75,Medium,8,89,Medium,2,High,High,Private,4,No,College,Male,65,825,16.0
30,75,Medium,7,77,Medium,0,Low,Medium,Public,2,No,High School,Male,67,2250,7.0
21,98,Medium,9,70,Medium,0,Low,High,Public,1,No,College,Male,72,2058,4.5
15,78,Medium,9,95,High,1,High,High,Public,3,No,High School,Male,69,1170,13.5
12,90,High,6,75,Low,2,Medium,Medium,Public,3,No,Postgraduate,Male,69,1080,9.0
26,71,Medium,8,99,Medium,1,Medium,High,Public,3,No,High School,Male,67,1846,12.0
19,83,Low,8,76,Low,3,Low,Low,Public,3,No,Postgraduate,Female,65,1577,12.0
29,96,Low,4,89,Medium,2,Low,High,Public,2,No,High School,Female,70,2784,4.0
11,79,Medium,8,71,Low,1,Medium,Medium,Private,2,No,College,Female,63,869,8.0
20,98,High,9,52,Medium,0,Medium,Medium,Private,3,No,College,Male,71,1960,13.5
12,69,High,7,92,Low,1,Medium,Medium,Public,3,No,College,Female,64,828,10.5
25,96,Low,9,72,Low,0,Low,Medium,Private,3,No,High School,Male,69,2400,13.5
17,94,Medium,7,75,Medium,1,Low,High,Public,3,No,Postgraduate,Male,70,1598,10.5
4,100,High,8,71,Low,2,Low,Medium,Private,4,No,High School,Female,64,400,16.0
21,87,Medium,7,100,Low,1,Low,Medium,Public,3,No,High School,Male,70,1827,10.5
23,97,Medium,7,95,Medium,0,Medium,High,Private,4,No,Postgraduate,Female,74,2231,14.0
22,93,Medium,6,52,Medium,1,Low,Medium,Public,3,No,College,Female,69,2046,9.0
27,94,Low,7,89,Medium,3,Low,Medium,Private,2,No,College,Female,73,2538,7.0
14,83,Medium,10,80,Medium,1,Medium,High,Private,3,Yes,College,Female,66,1162,15.0
24,75,High,6,51,High,1,Medium,High,Public,3,No,High School,Male,67,1800,9.0
9,77,Medium,7,57,Low,2,Medium,Low,Public,3,No,High School,Male,61,693,10.5
22,82,Low,9,94,High,0,Medium,Medium,Public,4,No,High School,Female,68,1804,18.0
